iid,pid,quota,seat,g,or,cr,p
43,72,AI,OBC-NCL,F,2616,2616,0
43,72,AI,OBC-NCL-PwD,N,56,56,1
43,72,AI,SC,N,24,556,0
43,72,AI,SC,F,1771,1771,0
43,72,AI,ST,N,557,557,0
43,97,AI,OPEN,N,601,2405,0
43,97,AI,OPEN,F,4813,5969,0
43,97,AI,OPEN-PwD,N,176,176,0
43,97,AI,OPEN-PwD,F,198,198,0
43,97,AI,EWS,N,321,481,0
43,97,AI,EWS,F,1018,1139,0
43,97,AI,EWS-PwD,N,37,37,0
43,97,AI,OBC-NCL,N,800,1255,0
43,97,AI,OBC-NCL,F,2840,3320,0
43,97,AI,OBC-NCL-PwD,N,24,24,1
43,97,AI,SC,N,443,679,0
43,97,AI,SC,F,1124,1242,0
43,97,AI,SC-PwD,N,9,9,0
43,97,AI,ST,N,308,460,0
43,97,AI,ST,F,523,649,0
43,104,AI,OPEN,N,335,6647,0
43,104,AI,OPEN,F,9368,10435,0
43,104,AI,EWS,N,986,1353,0
43,104,AI,EWS,F,2621,2621,0
43,104,AI,OBC-NCL,N,2548,3367,0
43,104,AI,OBC-NCL,F,6467,6573,0
43,104,AI,SC,N,1436,1810,0
43,104,AI,SC,F,719,719,0
43,104,AI,ST,N,910,1017,0
43,104,AI,ST,F,1540,1540,0
43,109,AI,OPEN,N,2666,4095,0
43,109,AI,OPEN,F,6085,8597,0
43,109,AI,OPEN-PwD,N,62,179,0
43,109,AI,EWS,N,522,725,0
43,109,AI,EWS,F,1442,1643,0
43,109,AI,EWS-PwD,N,10,10,1
43,109,AI,OBC-NCL,N,973,1783,0
43,109,AI,OBC-NCL,F,2873,4549,0
43,109,AI,OBC-NCL-PwD,N,76,80,0
43,109,AI,SC,N,444,934,0
43,109,AI,SC,F,824,1778,0
43,109,AI,ST,N,23,290,0
43,109,AI,ST,F,294,522,0
43,131,AI,OPEN,N,1,66,0
43,131,AI,OPEN,F,29,296,0
43,131,AI,OPEN-PwD,N,1,4,0
43,131,AI,OPEN-PwD,F,12,12,0
43,131,AI,EWS,N,5,20,0
43,131,AI,EWS,F,38,53,0
43,131,AI,EWS-PwD,N,3,3,0
43,131,AI,OBC-NCL,N,6,54,0
43,131,AI,OBC-NCL,F,70,331,0
43,131,AI,OBC-NCL-PwD,N,2,3,0
43,131,AI,SC,N,1,31,0
43,131,AI,SC,F,111,270,0
43,131,AI,SC-PwD,N,1,1,0
43,131,AI,ST,N,2,19,0
43,131,AI,ST,F,17,76,0
43,131,AI,ST-PwD,N,1,1,0
43,154,AI,OPEN,N,1531,2312,0
43,154,AI,OPEN,F,3744,4564,0
43,154,AI,EWS,N,498,554,0
43,154,AI,EWS,F,978,978,0
43,154,AI,OBC-NCL,N,993,1405,0
43,154,AI,OBC-NCL,F,2899,3344,0
43,154,AI,SC,N,371,855,0
43,154,AI,SC,F,1565,1565,0
43,154,AI,ST,N,604,691,0
43,154,AI,ST,F,564,564,0
43,158,AI,OPEN,N,106,418,0
43,158,AI,OPEN,F,779,1914,0
43,158,AI,OPEN-PwD,N,23,23,0
43,158,AI,EWS,N,51,113,0
43,158,AI,EWS,F,235,396,0
43,158,AI,EWS-PwD,N,11,11,0
43,158,AI,OBC-NCL,N,122,325,0
43,158,AI,OBC-NCL,F,588,1117,0
43,158,AI,OBC-NCL-PwD,N,20,20,0
43,158,AI,SC,N,57,151,0
43,158,AI,SC,F,345,643,0
43,158,AI,SC-PwD,N,7,7,0
43,158,AI,ST,N,21,96,0
43,158,AI,ST,F,196,260,0
43,157,AI,OPEN,N,470,830,0
43,157,AI,OPEN,F,2219,3116,0
43,157,AI,OPEN-PwD,N,29,29,0
43,157,AI,EWS,N,178,265,0
43,157,AI,EWS,F,430,443,0
43,157,AI,EWS-PwD,N,36,36,0
43,157,AI,OBC-NCL,N,417,549,0
43,157,AI,OBC-NCL,F,1211,1463,0
43,157,AI,OBC-NCL-PwD,N,37,37,0
43,157,AI,SC,N,128,293,0
43,157,AI,SC,F,715,998,0
43,157,AI,ST,N,168,204,0
43,157,AI,ST,F,248,248,0
43,186,AI,OPEN,N,1810,2452,0
43,186,AI,OPEN,F,4087,5817,0
43,186,AI,EWS,N,381,488,0
43,186,AI,EWS,F,1422,1422,0
43,186,AI,EWS-PwD,N,23,23,1
43,186,AI,OBC-NCL,N,1089,1455,0
43,186,AI,OBC-NCL,F,3365,3818,0
43,186,AI,SC,N,320,841,0
43,186,AI,SC,F,2194,2194,0
43,186,AI,ST,N,678,732,0
43,186,AI,ST,F,1090,1090,0
43,190,AI,OPEN,N,122,1483,0
43,190,AI,OPEN,F,3126,4351,0
43,190,AI,OPEN-PwD,N,40,40,0
43,190,AI,EWS,N,135,475,0
43,190,AI,EWS,F,1172,1172,0
43,190,AI,OBC-NCL,N,269,1215,0
43,190,AI,OBC-NCL,F,1588,3571,0
43,190,AI,OBC-NCL-PwD,N,26,26,1
43,190,AI,SC,N,483,820,0
43,190,AI,SC,F,1089,1213,0
43,190,AI,ST,N,353,493,0
43,190,AI,ST,F,642,642,0
43,194,AI,OPEN,N,3143,4696,0
43,194,AI,OPEN,F,8026,8925,0
43,194,AI,OPEN-PwD,N,78,78,1
43,194,AI,EWS,N,802,942,0
43,194,AI,EWS,F,2213,2213,0
43,194,AI,OBC-NCL,N,2015,2320,0
43,194,AI,OBC-NCL,F,4389,4903,0
43,194,AI,SC,N,1143,1375,0
43,194,AI,SC,F,2221,2221,0
43,194,AI,ST,N,792,821,0
43,194,AI,ST,F,1156,1156,0
43,208,AI,OPEN,N,264,1133,0
43,208,AI,OPEN,F,2669,3012,0
43,208,AI,OPEN-PwD,N,34,34,0
43,208,AI,EWS,N,161,222,0
43,208,AI,EWS,F,711,711,0
43,208,AI,OBC-NCL,N,668,974,0
43,208,AI,OBC-NCL,F,2844,2913,0
43,208,AI,OBC-NCL-PwD,N,100,100,1
43,208,AI,SC,N,332,692,0
43,208,AI,SC,F,1172,1172,0
43,208,AI,ST,N,104,289,0
43,208,AI,ST,F,582,582,0
43,248,AI,OPEN,N,490,1766,0
43,248,AI,OPEN,F,2816,4693,0
43,248,AI,OPEN-PwD,N,89,93,0
43,248,AI,EWS,N,201,335,0
43,248,AI,EWS,F,859,1086,0
43,248,AI,EWS-PwD,N,13,13,1
43,248,AI,OBC-NCL,N,311,919,0
43,248,AI,OBC-NCL,F,1158,2576,0
43,248,AI,OBC-NCL-PwD,N,67,69,0
43,248,AI,SC,N,168,503,0
43,248,AI,SC,F,859,1152,0
43,248,AI,ST,N,129,291,0
43,248,AI,ST,F,636,766,0
43,259,AI,OPEN,N,2584,4119,0
43,259,AI,OPEN,F,6628,8075,0
43,259,AI,OPEN-PwD,N,92,92,1
43,259,AI,EWS,N,580,912,0
43,259,AI,EWS,F,1515,1782,0
43,259,AI,OBC-NCL,N,1356,2129,0
43,259,AI,OBC-NCL,F,3828,4695,0
43,259,AI,OBC-NCL-PwD,N,99,99,1
43,259,AI,SC,N,968,1345,0
43,259,AI,SC,F,2121,2209,0
43,259,AI,ST,N,377,657,0
43,259,AI,ST,F,864,1147,0
56,54,AI,OPEN,N,6043,10083,0
56,54,AI,OPEN,F,16970,17710,0
56,54,AI,EWS,N,1494,1658,0
56,54,AI,EWS,F,2826,2826,0
56,54,AI,OBC-NCL,N,3067,4575,0
56,54,AI,OBC-NCL,F,7992,8658,0
56,54,AI,SC,N,2311,2520,0
56,54,AI,SC,F,3806,3806,0
56,54,AI,ST,N,1216,1289,0
56,55,AI,OPEN,N,9202,12152,0
56,55,AI,OPEN,F,22812,23230,0
56,55,AI,EWS,N,1778,2056,0
56,55,AI,EWS,F,3511,3511,0
56,55,AI,OBC-NCL,N,4765,5037,0
56,55,AI,OBC-NCL,F,8495,8928,0
56,55,AI,SC,N,2554,2790,0
56,55,AI,SC,F,3866,3866,0
56,55,AI,ST,N,1334,1352,0
56,56,AI,OPEN,N,3648,4022,0
56,56,AI,OPEN,F,9721,9846,0
56,56,AI,OPEN-PwD,N,193,193,1
56,56,AI,EWS,N,529,614,0
56,56,AI,EWS,F,1303,1303,0
56,56,AI,OBC-NCL,N,1498,1764,0
56,56,AI,OBC-NCL,F,4094,4949,0
56,56,AI,SC,N,1007,1270,0
56,56,AI,SC,F,1559,1559,0
56,56,AI,ST,N,600,617,0
56,60,AI,OPEN,N,4593,5811,0
56,60,AI,OPEN,F,11355,12496,0
56,60,AI,EWS,N,898,996,0
56,60,AI,EWS,F,2405,2405,0
56,60,AI,OBC-NCL,N,1975,2685,0
56,60,AI,OBC-NCL,F,6323,6451,0
56,60,AI,SC,N,929,1503,0
56,60,AI,SC,F,3320,3320,0
56,60,AI,ST,N,924,979,0
56,74,AI,OPEN,N,10606,13111,0
56,74,AI,OPEN,F,21521,22651,0
56,74,AI,EWS,N,1998,2139,0
56,74,AI,EWS,F,3810,3810,0
56,74,AI,OBC-NCL,N,5173,5386,0
56,74,AI,OBC-NCL,F,7905,9009,0
56,74,AI,SC,N,2752,2918,0
56,74,AI,SC,F,3971,3971,0
56,74,AI,ST,N,1410,1440,0
56,70,AI,OPEN,N,13186,15605,0
56,70,AI,OPEN,F,23258,25305,0
56,70,AI,EWS,N,2271,2299,0
56,70,AI,EWS,F,4164,4164,0
56,70,AI,OBC-NCL,N,5581,5718,0
56,70,AI,OBC-NCL,F,9709,9831,0
56,70,AI,SC,N,2683,3061,0
56,70,AI,SC,F,3504,3504,0
56,70,AI,ST,N,1465,1473,0
56,109,AI,OPEN,N,10191,12346,0
56,109,AI,OPEN,F,21169,21831,0
56,109,AI,OPEN-PwD,F,264,264,1
56,109,AI,EWS,N,1754,1868,0
56,109,AI,EWS,F,3185,3185,0
56,109,AI,OBC-NCL,N,4031,4730,0
56,109,AI,OBC-NCL,F,7852,8286,0
56,109,AI,SC,N,2031,2425,0
56,109,AI,SC,F,3644,3644,0
56,109,AI,ST,N,983,1055,0
56,109,AI,ST,F,1429,1429,0
56,131,AI,OPEN,N,2096,3087,0
56,131,AI,OPEN,F,6922,7612,0
56,131,AI,OPEN-PwD,N,137,137,0
56,131,AI,OPEN-PwD,F,18,18,1
56,131,AI,EWS,N,369,496,0
56,131,AI,EWS,F,891,1012,0
56,131,AI,OBC-NCL,N,904,1382,0
56,131,AI,OBC-NCL,F,3513,3841,0
56,131,AI,OBC-NCL-PwD,N,64,64,0
56,131,AI,SC,N,465,687,0
56,131,AI,SC,F,1096,1216,0
56,131,AI,SC-PwD,N,11,11,1
56,131,AI,ST,N,167,363,0
56,131,AI,ST,F,760,760,0
56,148,AI,OPEN,N,3122,3817,0
56,148,AI,OPEN,F,7997,8476,0
56,148,AI,OPEN-PwD,N,145,145,0
56,148,AI,OPEN-PwD,F,155,155,1
56,148,AI,EWS,N,499,579,0
56,148,AI,EWS,F,1042,1042,0
56,148,AI,OBC-NCL,N,1438,1717,0
56,148,AI,OBC-NCL,F,4293,4502,0
56,148,AI,SC,N,765,1059,0
56,148,AI,SC,F,1666,1666,0
56,148,AI,ST,N,448,468,0
56,148,AI,ST,F,876,876,0
56,158,AI,OPEN,N,4068,6474,0
56,158,AI,OPEN,F,11244,13727,0
56,158,AI,OPEN-PwD,N,258,258,1
56,158,AI,EWS,N,792,1062,0
56,158,AI,EWS,F,1924,1924,0
56,158,AI,OBC-NCL,N,2504,3066,0
56,158,AI,OBC-NCL,F,6397,6584,0
56,158,AI,SC,N,1231,1691,0
56,158,AI,SC,F,2359,2594,0
56,158,AI,ST,N,712,902,0
56,158,AI,ST,F,1335,1335,0
56,190,AI,OPEN,N,8536,9958,0
56,190,AI,OPEN,F,17866,19108,0
56,190,AI,EWS,N,1602,1709,0
56,190,AI,EWS,F,3390,3390,0
56,190,AI,OBC-NCL,N,3287,4391,0
56,190,AI,OBC-NCL,F,5330,7637,0
56,190,AI,SC,N,2508,2665,0
56,190,AI,SC,F,3827,3827,0
56,190,AI,ST,N,1190,1248,0
56,248,AI,OPEN,N,7040,9194,0
56,248,AI,OPEN,F,17438,18850,0
56,248,AI,OPEN-PwD,N,192,192,1
56,248,AI,EWS,N,1114,1425,0
56,248,AI,EWS,F,2966,2966,0
56,248,AI,OBC-NCL,N,3395,3899,0
56,248,AI,OBC-NCL,F,7239,7792,0
56,248,AI,SC,N,1708,2138,0
56,248,AI,SC,F,3295,3615,0
56,248,AI,ST,N,943,1053,0
56,248,AI,ST,F,1619,1619,0
44,1,AI,OPEN,N,5200,5712,0
44,1,AI,OPEN,F,11520,11520,0
44,1,AI,EWS,N,1360,1360,0
44,1,AI,OBC-NCL,N,2006,2006,0
44,1,AI,OBC-NCL,F,5884,5884,0
44,1,AI,OBC-NCL-PwD,N,114,114,1
44,1,AI,SC,N,1205,1205,0
44,1,AI,ST,N,832,832,0
44,2,AI,OPEN,N,1169,1346,0
44,2,AI,OPEN,F,6480,6480,0
44,2,AI,OPEN-PwD,N,52,52,0
44,2,AI,EWS,N,556,556,0
44,2,AI,OBC-NCL,N,591,591,0
44,2,AI,OBC-NCL,F,5340,5340,0
44,2,AI,SC,N,539,555,0
44,3,AI,OPEN,N,4277,4661,0
44,3,AI,OPEN,F,8973,8973,0
44,3,AI,EWS,N,868,868,0
44,3,AI,OBC-NCL,N,1710,1870,0
44,3,AI,OBC-NCL,F,6493,6493,0
44,3,AI,SC,N,1346,1346,0
44,3,AI,ST,N,488,488,0
44,88,AI,OPEN,N,3147,4830,0
44,88,AI,OPEN,F,6350,8927,0
44,88,AI,OPEN-PwD,N,105,105,1
44,88,AI,EWS,N,766,964,0
44,88,AI,EWS,F,2038,2038,0
44,88,AI,OBC-NCL,N,1465,2552,0
44,88,AI,OBC-NCL,F,5398,5965,0
44,88,AI,SC,N,605,1462,0
44,88,AI,SC,F,2022,2448,0
44,88,AI,ST,N,541,869,0
44,88,AI,ST,F,1311,1311,0
44,97,AI,OPEN,N,1904,2425,0
44,97,AI,OPEN,F,5287,5968,0
44,97,AI,OPEN-PwD,N,81,81,0
44,97,AI,EWS,N,425,530,0
44,97,AI,EWS,F,870,1069,0
44,97,AI,EWS-PwD,N,35,35,1
44,97,AI,OBC-NCL,N,840,1257,0
44,97,AI,OBC-NCL,F,3193,3385,0
44,97,AI,SC,N,127,673,0
44,97,AI,SC,F,1105,1395,0
44,97,AI,ST,N,181,472,0
44,97,AI,ST,F,786,786,0
44,96,AI,OPEN,N,2581,3426,0
44,96,AI,OPEN,F,6826,7561,0
44,96,AI,OPEN-PwD,N,196,196,0
44,96,AI,EWS,N,533,730,0
44,96,AI,EWS,F,2061,2061,0
44,96,AI,OBC-NCL,N,1383,1812,0
44,96,AI,OBC-NCL,F,3814,4267,0
44,96,AI,OBC-NCL-PwD,N,15,15,1
44,96,AI,SC,N,764,844,0
44,96,AI,SC,F,2019,2096,0
44,96,AI,ST,N,623,848,0
44,96,AI,ST,F,1151,1151,0
44,104,AI,OPEN,N,5733,7715,0
44,104,AI,OPEN,F,11389,16252,0
44,104,AI,OPEN-PwD,N,216,216,1
44,104,AI,EWS,N,1335,1492,0
44,104,AI,OBC-NCL,N,3547,4352,0
44,104,AI,OBC-NCL,F,8247,8744,0
44,104,AI,SC,N,2018,2657,0
44,104,AI,SC,F,2758,2758,0
44,104,AI,ST,N,1140,1281,0
44,104,AI,ST,F,1631,1631,0
44,109,AI,OPEN,N,3030,4228,0
44,109,AI,OPEN,F,3660,9104,0
44,109,AI,OPEN-PwD,N,209,209,0
44,109,AI,EWS,N,555,747,0
44,109,AI,EWS,F,1096,1296,0
44,109,AI,EWS-PwD,N,42,42,1
44,109,AI,OBC-NCL,N,1054,1916,0
44,109,AI,OBC-NCL,F,3597,4703,0
44,109,AI,OBC-NCL-PwD,N,84,84,0
44,109,AI,SC,N,520,896,0
44,109,AI,SC,F,276,1973,0
44,109,AI,ST,N,24,261,0
44,109,AI,ST,F,157,345,0
44,131,AI,OPEN,N,24,125,0
44,131,AI,OPEN,F,376,498,0
44,131,AI,OPEN-PwD,N,3,3,0
44,131,AI,OPEN-PwD,F,20,20,0
44,131,AI,EWS,N,22,34,0
44,131,AI,EWS,F,91,133,0
44,131,AI,OBC-NCL,N,55,91,0
44,131,AI,OBC-NCL,F,246,551,0
44,131,AI,OBC-NCL-PwD,N,4,4,0
44,131,AI,SC,N,3,45,0
44,131,AI,SC,F,137,171,0
44,131,AI,SC-PwD,N,3,3,0
44,131,AI,ST,N,4,26,0
44,131,AI,ST,F,84,87,0
44,131,AI,ST-PwD,N,2,2,0
44,130,AI,OPEN,N,134,186,0
44,130,AI,OPEN,F,560,996,0
44,130,AI,OPEN-PwD,N,24,24,0
44,130,AI,EWS,N,49,77,0
44,130,AI,EWS,F,164,164,0
44,130,AI,OBC-NCL,N,105,163,0
44,130,AI,OBC-NCL,F,619,679,0
44,130,AI,OBC-NCL-PwD,N,15,15,0
44,130,AI,SC,N,47,74,0
44,130,AI,SC,F,191,191,0
44,130,AI,ST,N,46,47,0
44,130,AI,ST,F,250,250,0
44,150,AI,OPEN,N,4206,8509,0
44,150,AI,OPEN,F,16045,17878,0
44,150,AI,EWS,N,1368,1582,0
44,150,AI,OBC-NCL,N,2661,3133,0
44,150,AI,OBC-NCL,F,7930,7930,0
44,150,AI,SC,N,1848,1923,0
44,150,AI,SC,F,2950,2950,0
44,150,AI,ST,N,1102,1102,0
44,158,AI,OPEN,N,365,591,0
44,158,AI,OPEN,F,1617,2627,0
44,158,AI,OPEN-PwD,N,14,41,0
44,158,AI,OPEN-PwD,F,241,241,0
44,158,AI,EWS,N,89,141,0
44,158,AI,EWS,F,428,501,0
44,158,AI,OBC-NCL,N,216,398,0
44,158,AI,OBC-NCL,F,1249,1388,0
44,158,AI,OBC-NCL-PwD,N,26,26,0
44,158,AI,SC,N,123,202,0
44,158,AI,SC,F,712,772,0
44,158,AI,SC-PwD,N,17,17,1
44,158,AI,ST,N,40,106,0
44,158,AI,ST,F,220,310,0
44,161,AI,OPEN,N,612,806,0
44,161,AI,OPEN,F,2789,2886,0
44,161,AI,OPEN-PwD,N,54,54,0
44,161,AI,EWS,N,163,185,0
44,161,AI,EWS,F,588,588,0
44,161,AI,EWS-PwD,N,34,34,0
44,161,AI,OBC-NCL,N,405,495,0
44,161,AI,OBC-NCL,F,1542,1673,0
44,161,AI,OBC-NCL-PwD,F,103,103,1
44,161,AI,SC,N,247,318,0
44,161,AI,SC,F,833,864,0
44,161,AI,ST,N,75,152,0
44,161,AI,ST,F,326,326,0
44,186,AI,OPEN,N,1868,2622,0
44,186,AI,OPEN,F,3645,6136,0
44,186,AI,OPEN-PwD,N,111,111,0
44,186,AI,EWS,N,507,576,0
44,186,AI,EWS,F,1109,1109,0
44,186,AI,OBC-NCL,N,1345,1643,0
44,186,AI,OBC-NCL,F,3795,4047,0
44,186,AI,SC,N,856,974,0
44,186,AI,SC,F,2222,2222,0
44,186,AI,ST,N,521,656,0
44,186,AI,ST,F,1152,1152,0
44,192,AI,OPEN,N,858,1103,0
44,192,AI,OPEN,F,3041,3918,0
44,192,AI,OPEN-PwD,N,101,101,0
44,192,AI,EWS,N,191,259,0
44,192,AI,EWS,F,590,590,0
44,192,AI,OBC-NCL,N,496,691,0
44,192,AI,OBC-NCL,F,1970,2408,0
44,192,AI,SC,N,302,427,0
44,192,AI,SC,F,890,890,0
44,192,AI,ST,N,214,222,0
44,192,AI,ST,F,683,683,0
44,190,AI,OPEN,N,1393,2358,0
44,190,AI,OPEN,F,4457,6655,0
44,190,AI,OPEN-PwD,N,124,124,0
44,190,AI,EWS,N,587,690,0
44,190,AI,EWS,F,1609,1609,0
44,190,AI,OBC-NCL,N,1252,1569,0
44,190,AI,OBC-NCL,F,4360,4738,0
44,190,AI,SC,N,375,1034,0
44,190,AI,SC,F,1504,1807,0
44,190,AI,ST,N,454,638,0
44,190,AI,ST,F,1186,1186,0
44,230,AI,OPEN,N,2499,3470,0
44,230,AI,OPEN,F,7895,9060,0
44,230,AI,OPEN-PwD,N,210,210,0
44,230,AI,EWS,N,848,883,0
44,230,AI,EWS,F,2233,2233,0
44,230,AI,OBC-NCL,N,1979,2317,0
44,230,AI,OBC-NCL,F,4908,4991,0
44,230,AI,SC,N,1157,1380,0
44,230,AI,SC,F,2169,2169,0
44,230,AI,ST,N,739,768,0
44,230,AI,ST,F,1338,1338,0
44,240,AI,OPEN,N,154,316,0
44,240,AI,OPEN,F,743,1234,0
44,240,AI,OPEN-PwD,N,27,27,0
44,240,AI,EWS,N,58,87,0
44,240,AI,EWS,F,208,283,0
44,240,AI,EWS-PwD,N,9,9,0
44,240,AI,OBC-NCL,N,96,211,0
44,240,AI,OBC-NCL,F,611,813,0
44,240,AI,OBC-NCL-PwD,N,27,27,0
44,240,AI,OBC-NCL-PwD,F,70,70,0
44,240,AI,SC,N,67,124,0
44,240,AI,SC,F,240,500,0
44,240,AI,ST,N,6,58,0
44,240,AI,ST,F,253,253,0
44,238,AI,OPEN,N,319,353,0
44,238,AI,OPEN,F,1447,2258,0
44,238,AI,OPEN-PwD,N,33,33,0
44,238,AI,OPEN-PwD,F,201,201,1
44,238,AI,EWS,N,88,103,0
44,238,AI,EWS,F,454,454,0
44,238,AI,OBC-NCL,N,241,317,0
44,238,AI,OBC-NCL,F,1023,1107,0
44,238,AI,SC,N,145,154,0
44,238,AI,SC,F,636,636,0
44,238,AI,ST,N,30,100,0
44,248,AI,OPEN,N,1156,1862,0
44,248,AI,OPEN,F,4074,5178,0
44,248,AI,OPEN-PwD,N,184,184,0
44,248,AI,EWS,N,336,370,0
44,248,AI,EWS,F,1192,1210,0
44,248,AI,OBC-NCL,N,448,966,0
44,248,AI,OBC-NCL,F,1559,3162,0
44,248,AI,OBC-NCL-PwD,N,21,21,1
44,248,AI,SC,N,157,588,0
44,248,AI,SC,F,1283,1418,0
44,248,AI,SC-PwD,N,6,6,1
44,248,AI,ST,N,239,341,0
44,248,AI,ST,F,877,877,0
44,284,AI,OPEN,N,1988,3027,0
44,284,AI,OPEN,F,6315,7302,0
44,284,AI,OPEN-PwD,N,273,273,1
44,284,AI,OPEN-PwD,F,259,259,1
44,284,AI,EWS,N,561,797,0
44,284,AI,EWS,F,1518,1624,0
44,284,AI,OBC-NCL,N,1340,1948,0
44,284,AI,OBC-NCL,F,5175,5279,0
44,284,AI,OBC-NCL-PwD,N,116,116,1
44,284,AI,SC,N,900,1306,0
44,284,AI,SC,F,1739,2416,0
44,284,AI,ST,N,702,836,0
44,284,AI,ST,F,1101,1101,0
44,293,AI,OPEN,N,4999,5608,0
44,293,AI,OPEN,F,9841,10923,0
44,293,AI,EWS,N,968,1162,0
44,293,AI,EWS,F,2363,2424,0
44,293,AI,OBC-NCL,N,2402,3016,0
44,293,AI,OBC-NCL,F,5645,6368,0
44,293,AI,SC,N,1456,1687,0
44,293,AI,SC,F,2535,2781,0
44,293,AI,ST,N,813,937,0
44,293,AI,ST,F,1641,1641,0
50,97,AI,OPEN,N,5414,7508,0
50,97,AI,OPEN,F,12689,15214,0
50,97,AI,OPEN-PwD,N,301,301,1
50,97,AI,EWS,N,997,1257,0
50,97,AI,EWS,F,2612,2612,0
50,97,AI,OBC-NCL,N,2437,3233,0
50,97,AI,OBC-NCL,F,6614,6755,0
